max_x : 50821, max_y: 50750, min_x: -50472, min_y: -50499
max_x : 3231, max_y: 3160, min_x: -2882, min_y: -2909
max_x : 3226, max_y: 3155, min_x: -2877, min_y: -2904
max_x : 3221, max_y: 3150, min_x: -2872, min_y: -2899
max_x : 3216, max_y: 3145, min_x: -2867, min_y: -2894
max_x : 3211, max_y: 3140, min_x: -2862, min_y: -2889
max_x : 3206, max_y: 3135, min_x: -2857, min_y: -2884
max_x : 3201, max_y: 3130, min_x: -2852, min_y: -2879
max_x : 3196, max_y: 3125, min_x: -2847, min_y: -2874
max_x : 3191, max_y: 3120, min_x: -2842, min_y: -2869
max_x : 3186, max_y: 3115, min_x: -2837, min_y: -2864
max_x : 3181, max_y: 3110, min_x: -2832, min_y: -2859
max_x : 3176, max_y: 3105, min_x: -2827, min_y: -2854
max_x : 3171, max_y: 3100, min_x: -2822, min_y: -2849
max_x : 3166, max_y: 3095, min_x: -2817, min_y: -2844
max_x : 3161, max_y: 3090, min_x: -2812, min_y: -2839
max_x : 3156, max_y: 3085, min_x: -2807, min_y: -2834
max_x : 3151, max_y: 3080, min_x: -2802, min_y: -2829
max_x : 3146, max_y: 3075, min_x: -2797, min_y: -2824
max_x : 3141, max_y: 3070, min_x: -2792, min_y: -2819
max_x : 3136, max_y: 3065, min_x: -2787, min_y: -2814
max_x : 3131, max_y: 3060, min_x: -2782, min_y: -2809
max_x : 3126, max_y: 3055, min_x: -2777, min_y: -2804
max_x : 3121, max_y: 3050, min_x: -2772, min_y: -2799
max_x : 3116, max_y: 3045, min_x: -2767, min_y: -2794
max_x : 3111, max_y: 3040, min_x: -2762, min_y: -2789
max_x : 3106, max_y: 3035, min_x: -2757, min_y: -2784
max_x : 3101, max_y: 3030, min_x: -2752, min_y: -2779
max_x : 3096, max_y: 3025, min_x: -2747, min_y: -2774
max_x : 3091, max_y: 3020, min_x: -2742, min_y: -2769
max_x : 3086, max_y: 3015, min_x: -2737, min_y: -2764
max_x : 3081, max_y: 3010, min_x: -2732, min_y: -2759
max_x : 3076, max_y: 3005, min_x: -2727, min_y: -2754
max_x : 3071, max_y: 3000, min_x: -2722, min_y: -2749
max_x : 3066, max_y: 2995, min_x: -2717, min_y: -2744
max_x : 3061, max_y: 2990, min_x: -2712, min_y: -2739
max_x : 3056, max_y: 2985, min_x: -2707, min_y: -2734
max_x : 3051, max_y: 2980, min_x: -2702, min_y: -2729
max_x : 3046, max_y: 2975, min_x: -2697, min_y: -2724
max_x : 3041, max_y: 2970, min_x: -2692, min_y: -2719
max_x : 3036, max_y: 2965, min_x: -2687, min_y: -2714
max_x : 3031, max_y: 2960, min_x: -2682, min_y: -2709
max_x : 3026, max_y: 2955, min_x: -2677, min_y: -2704
max_x : 3021, max_y: 2950, min_x: -2672, min_y: -2699
max_x : 3016, max_y: 2945, min_x: -2667, min_y: -2694
max_x : 3011, max_y: 2940, min_x: -2662, min_y: -2689
max_x : 3006, max_y: 2935, min_x: -2657, min_y: -2684
max_x : 3001, max_y: 2930, min_x: -2652, min_y: -2679
max_x : 2996, max_y: 2925, min_x: -2647, min_y: -2674
max_x : 2991, max_y: 2920, min_x: -2642, min_y: -2669
max_x : 2986, max_y: 2915, min_x: -2637, min_y: -2664
max_x : 2981, max_y: 2910, min_x: -2632, min_y: -2659
max_x : 2976, max_y: 2905, min_x: -2627, min_y: -2654
max_x : 2971, max_y: 2900, min_x: -2622, min_y: -2649
max_x : 2966, max_y: 2895, min_x: -2617, min_y: -2644
max_x : 2961, max_y: 2890, min_x: -2612, min_y: -2639
max_x : 2956, max_y: 2885, min_x: -2607, min_y: -2634
max_x : 2951, max_y: 2880, min_x: -2602, min_y: -2629
max_x : 2946, max_y: 2875, min_x: -2597, min_y: -2624
max_x : 2941, max_y: 2870, min_x: -2592, min_y: -2619
max_x : 2936, max_y: 2865, min_x: -2587, min_y: -2614
max_x : 2931, max_y: 2860, min_x: -2582, min_y: -2609
max_x : 2926, max_y: 2855, min_x: -2577, min_y: -2604
max_x : 2921, max_y: 2850, min_x: -2572, min_y: -2599
max_x : 2916, max_y: 2845, min_x: -2567, min_y: -2594
max_x : 2911, max_y: 2840, min_x: -2562, min_y: -2589
max_x : 2906, max_y: 2835, min_x: -2557, min_y: -2584
max_x : 2901, max_y: 2830, min_x: -2552, min_y: -2579
max_x : 2896, max_y: 2825, min_x: -2547, min_y: -2574
max_x : 2891, max_y: 2820, min_x: -2542, min_y: -2569
max_x : 2886, max_y: 2815, min_x: -2537, min_y: -2564
max_x : 2881, max_y: 2810, min_x: -2532, min_y: -2559
max_x : 2876, max_y: 2805, min_x: -2527, min_y: -2554
max_x : 2871, max_y: 2800, min_x: -2522, min_y: -2549
max_x : 2866, max_y: 2795, min_x: -2517, min_y: -2544
max_x : 2861, max_y: 2790, min_x: -2512, min_y: -2539
max_x : 2856, max_y: 2785, min_x: -2507, min_y: -2534
max_x : 2851, max_y: 2780, min_x: -2502, min_y: -2529
max_x : 2846, max_y: 2775, min_x: -2497, min_y: -2524
max_x : 2841, max_y: 2770, min_x: -2492, min_y: -2519
max_x : 2836, max_y: 2765, min_x: -2487, min_y: -2514
max_x : 2831, max_y: 2760, min_x: -2482, min_y: -2509
max_x : 2826, max_y: 2755, min_x: -2477, min_y: -2504
max_x : 2821, max_y: 2750, min_x: -2472, min_y: -2499
max_x : 2816, max_y: 2745, min_x: -2467, min_y: -2494
max_x : 2811, max_y: 2740, min_x: -2462, min_y: -2489
max_x : 2806, max_y: 2735, min_x: -2457, min_y: -2484
max_x : 2801, max_y: 2730, min_x: -2452, min_y: -2479
max_x : 2796, max_y: 2725, min_x: -2447, min_y: -2474
max_x : 2791, max_y: 2720, min_x: -2442, min_y: -2469
max_x : 2786, max_y: 2715, min_x: -2437, min_y: -2464
max_x : 2781, max_y: 2710, min_x: -2432, min_y: -2459
max_x : 2776, max_y: 2705, min_x: -2427, min_y: -2454
max_x : 2771, max_y: 2700, min_x: -2422, min_y: -2449
max_x : 2766, max_y: 2695, min_x: -2417, min_y: -2444
max_x : 2761, max_y: 2690, min_x: -2412, min_y: -2439
max_x : 2756, max_y: 2685, min_x: -2407, min_y: -2434
max_x : 2751, max_y: 2680, min_x: -2402, min_y: -2429
max_x : 2746, max_y: 2675, min_x: -2397, min_y: -2424
max_x : 2741, max_y: 2670, min_x: -2392, min_y: -2419
max_x : 2736, max_y: 2665, min_x: -2387, min_y: -2414
max_x : 2731, max_y: 2660, min_x: -2382, min_y: -2409
max_x : 2726, max_y: 2655, min_x: -2377, min_y: -2404
max_x : 2721, max_y: 2650, min_x: -2372, min_y: -2399
max_x : 2716, max_y: 2645, min_x: -2367, min_y: -2394
max_x : 2711, max_y: 2640, min_x: -2362, min_y: -2389
max_x : 2706, max_y: 2635, min_x: -2357, min_y: -2384
max_x : 2701, max_y: 2630, min_x: -2352, min_y: -2379
max_x : 2696, max_y: 2625, min_x: -2347, min_y: -2374
max_x : 2691, max_y: 2620, min_x: -2342, min_y: -2369
max_x : 2686, max_y: 2615, min_x: -2337, min_y: -2364
max_x : 2681, max_y: 2610, min_x: -2332, min_y: -2359
max_x : 2676, max_y: 2605, min_x: -2327, min_y: -2354
max_x : 2671, max_y: 2600, min_x: -2322, min_y: -2349
max_x : 2666, max_y: 2595, min_x: -2317, min_y: -2344
max_x : 2661, max_y: 2590, min_x: -2312, min_y: -2339
max_x : 2656, max_y: 2585, min_x: -2307, min_y: -2334
max_x : 2651, max_y: 2580, min_x: -2302, min_y: -2329
max_x : 2646, max_y: 2575, min_x: -2297, min_y: -2324
max_x : 2641, max_y: 2570, min_x: -2292, min_y: -2319
max_x : 2636, max_y: 2565, min_x: -2287, min_y: -2314
max_x : 2631, max_y: 2560, min_x: -2282, min_y: -2309
max_x : 2626, max_y: 2555, min_x: -2277, min_y: -2304
max_x : 2621, max_y: 2550, min_x: -2272, min_y: -2299
max_x : 2616, max_y: 2545, min_x: -2267, min_y: -2294
max_x : 2611, max_y: 2540, min_x: -2262, min_y: -2289
max_x : 2606, max_y: 2535, min_x: -2257, min_y: -2284
max_x : 2601, max_y: 2530, min_x: -2252, min_y: -2279
max_x : 2596, max_y: 2525, min_x: -2247, min_y: -2274
max_x : 2591, max_y: 2520, min_x: -2242, min_y: -2269
max_x : 2586, max_y: 2515, min_x: -2237, min_y: -2264
max_x : 2581, max_y: 2510, min_x: -2232, min_y: -2259
max_x : 2576, max_y: 2505, min_x: -2227, min_y: -2254
max_x : 2571, max_y: 2500, min_x: -2222, min_y: -2249
max_x : 2566, max_y: 2495, min_x: -2217, min_y: -2244
max_x : 2561, max_y: 2490, min_x: -2212, min_y: -2239
max_x : 2556, max_y: 2485, min_x: -2207, min_y: -2234
max_x : 2551, max_y: 2480, min_x: -2202, min_y: -2229
max_x : 2546, max_y: 2475, min_x: -2197, min_y: -2224
max_x : 2541, max_y: 2470, min_x: -2192, min_y: -2219
max_x : 2536, max_y: 2465, min_x: -2187, min_y: -2214
max_x : 2531, max_y: 2460, min_x: -2182, min_y: -2209
max_x : 2526, max_y: 2455, min_x: -2177, min_y: -2204
max_x : 2521, max_y: 2450, min_x: -2172, min_y: -2199
max_x : 2516, max_y: 2445, min_x: -2167, min_y: -2194
max_x : 2511, max_y: 2440, min_x: -2162, min_y: -2189
max_x : 2506, max_y: 2435, min_x: -2157, min_y: -2184
max_x : 2501, max_y: 2430, min_x: -2152, min_y: -2179
max_x : 2496, max_y: 2425, min_x: -2147, min_y: -2174
max_x : 2491, max_y: 2420, min_x: -2142, min_y: -2169
max_x : 2486, max_y: 2415, min_x: -2137, min_y: -2164
max_x : 2481, max_y: 2410, min_x: -2132, min_y: -2159
max_x : 2476, max_y: 2405, min_x: -2127, min_y: -2154
max_x : 2471, max_y: 2400, min_x: -2122, min_y: -2149
max_x : 2466, max_y: 2395, min_x: -2117, min_y: -2144
max_x : 2461, max_y: 2390, min_x: -2112, min_y: -2139
max_x : 2456, max_y: 2385, min_x: -2107, min_y: -2134
max_x : 2451, max_y: 2380, min_x: -2102, min_y: -2129
max_x : 2446, max_y: 2375, min_x: -2097, min_y: -2124
max_x : 2441, max_y: 2370, min_x: -2092, min_y: -2119
max_x : 2436, max_y: 2365, min_x: -2087, min_y: -2114
max_x : 2431, max_y: 2360, min_x: -2082, min_y: -2109
max_x : 2426, max_y: 2355, min_x: -2077, min_y: -2104
max_x : 2421, max_y: 2350, min_x: -2072, min_y: -2099
max_x : 2416, max_y: 2345, min_x: -2067, min_y: -2094
max_x : 2411, max_y: 2340, min_x: -2062, min_y: -2089
max_x : 2406, max_y: 2335, min_x: -2057, min_y: -2084
max_x : 2401, max_y: 2330, min_x: -2052, min_y: -2079
max_x : 2396, max_y: 2325, min_x: -2047, min_y: -2074
max_x : 2391, max_y: 2320, min_x: -2042, min_y: -2069
max_x : 2386, max_y: 2315, min_x: -2037, min_y: -2064
max_x : 2381, max_y: 2310, min_x: -2032, min_y: -2059
max_x : 2376, max_y: 2305, min_x: -2027, min_y: -2054
max_x : 2371, max_y: 2300, min_x: -2022, min_y: -2049
max_x : 2366, max_y: 2295, min_x: -2017, min_y: -2044
max_x : 2361, max_y: 2290, min_x: -2012, min_y: -2039
max_x : 2356, max_y: 2285, min_x: -2007, min_y: -2034
max_x : 2351, max_y: 2280, min_x: -2002, min_y: -2029
max_x : 2346, max_y: 2275, min_x: -1997, min_y: -2024
max_x : 2341, max_y: 2270, min_x: -1992, min_y: -2019
max_x : 2336, max_y: 2265, min_x: -1987, min_y: -2014
max_x : 2331, max_y: 2260, min_x: -1982, min_y: -2009
max_x : 2326, max_y: 2255, min_x: -1977, min_y: -2004
max_x : 2321, max_y: 2250, min_x: -1972, min_y: -1999
max_x : 2316, max_y: 2245, min_x: -1967, min_y: -1994
max_x : 2311, max_y: 2240, min_x: -1962, min_y: -1989
max_x : 2306, max_y: 2235, min_x: -1957, min_y: -1984
max_x : 2301, max_y: 2230, min_x: -1952, min_y: -1979
max_x : 2296, max_y: 2225, min_x: -1947, min_y: -1974
max_x : 2291, max_y: 2220, min_x: -1942, min_y: -1969
max_x : 2286, max_y: 2215, min_x: -1937, min_y: -1964
max_x : 2281, max_y: 2210, min_x: -1932, min_y: -1959
max_x : 2276, max_y: 2205, min_x: -1927, min_y: -1954
max_x : 2271, max_y: 2200, min_x: -1922, min_y: -1949
max_x : 2266, max_y: 2195, min_x: -1917, min_y: -1944
max_x : 2261, max_y: 2190, min_x: -1912, min_y: -1939
max_x : 2256, max_y: 2185, min_x: -1907, min_y: -1934
max_x : 2251, max_y: 2180, min_x: -1902, min_y: -1929
max_x : 2246, max_y: 2175, min_x: -1897, min_y: -1924
max_x : 2241, max_y: 2170, min_x: -1892, min_y: -1919
max_x : 2236, max_y: 2165, min_x: -1887, min_y: -1914
max_x : 2231, max_y: 2160, min_x: -1882, min_y: -1909
max_x : 2226, max_y: 2155, min_x: -1877, min_y: -1904
max_x : 2221, max_y: 2150, min_x: -1872, min_y: -1899
max_x : 2216, max_y: 2145, min_x: -1867, min_y: -1894
max_x : 2211, max_y: 2140, min_x: -1862, min_y: -1889
max_x : 2206, max_y: 2135, min_x: -1857, min_y: -1884
max_x : 2201, max_y: 2130, min_x: -1852, min_y: -1879
max_x : 2196, max_y: 2125, min_x: -1847, min_y: -1874
max_x : 2191, max_y: 2120, min_x: -1842, min_y: -1869
max_x : 2186, max_y: 2115, min_x: -1837, min_y: -1864
max_x : 2181, max_y: 2110, min_x: -1832, min_y: -1859
max_x : 2176, max_y: 2105, min_x: -1827, min_y: -1854
max_x : 2171, max_y: 2100, min_x: -1822, min_y: -1849
max_x : 2166, max_y: 2095, min_x: -1817, min_y: -1844
max_x : 2161, max_y: 2090, min_x: -1812, min_y: -1839
max_x : 2156, max_y: 2085, min_x: -1807, min_y: -1834
max_x : 2151, max_y: 2080, min_x: -1802, min_y: -1829
max_x : 2146, max_y: 2075, min_x: -1797, min_y: -1824
max_x : 2141, max_y: 2070, min_x: -1792, min_y: -1819
max_x : 2136, max_y: 2065, min_x: -1787, min_y: -1814
max_x : 2131, max_y: 2060, min_x: -1782, min_y: -1809
max_x : 2126, max_y: 2055, min_x: -1777, min_y: -1804
max_x : 2121, max_y: 2050, min_x: -1772, min_y: -1799
max_x : 2116, max_y: 2045, min_x: -1767, min_y: -1794
max_x : 2111, max_y: 2040, min_x: -1762, min_y: -1789
max_x : 2106, max_y: 2035, min_x: -1757, min_y: -1784
max_x : 2101, max_y: 2030, min_x: -1752, min_y: -1779
max_x : 2096, max_y: 2025, min_x: -1747, min_y: -1774
max_x : 2091, max_y: 2020, min_x: -1742, min_y: -1769
max_x : 2086, max_y: 2015, min_x: -1737, min_y: -1764
max_x : 2081, max_y: 2010, min_x: -1732, min_y: -1759
max_x : 2076, max_y: 2005, min_x: -1727, min_y: -1754
max_x : 2071, max_y: 2000, min_x: -1722, min_y: -1749
max_x : 2066, max_y: 1995, min_x: -1717, min_y: -1744
max_x : 2061, max_y: 1990, min_x: -1712, min_y: -1739
max_x : 2056, max_y: 1985, min_x: -1707, min_y: -1734
max_x : 2051, max_y: 1980, min_x: -1702, min_y: -1729
max_x : 2046, max_y: 1975, min_x: -1697, min_y: -1724
max_x : 2041, max_y: 1970, min_x: -1692, min_y: -1719
max_x : 2036, max_y: 1965, min_x: -1687, min_y: -1714
max_x : 2031, max_y: 1960, min_x: -1682, min_y: -1709
max_x : 2026, max_y: 1955, min_x: -1677, min_y: -1704
max_x : 2021, max_y: 1950, min_x: -1672, min_y: -1699
max_x : 2016, max_y: 1945, min_x: -1667, min_y: -1694
max_x : 2011, max_y: 1940, min_x: -1662, min_y: -1689
max_x : 2006, max_y: 1935, min_x: -1657, min_y: -1684
max_x : 2001, max_y: 1930, min_x: -1652, min_y: -1679
max_x : 1996, max_y: 1925, min_x: -1647, min_y: -1674
max_x : 1991, max_y: 1920, min_x: -1642, min_y: -1669
max_x : 1986, max_y: 1915, min_x: -1637, min_y: -1664
max_x : 1981, max_y: 1910, min_x: -1632, min_y: -1659
max_x : 1976, max_y: 1905, min_x: -1627, min_y: -1654
max_x : 1971, max_y: 1900, min_x: -1622, min_y: -1649
max_x : 1966, max_y: 1895, min_x: -1617, min_y: -1644
max_x : 1961, max_y: 1890, min_x: -1612, min_y: -1639
max_x : 1956, max_y: 1885, min_x: -1607, min_y: -1634
max_x : 1951, max_y: 1880, min_x: -1602, min_y: -1629
max_x : 1946, max_y: 1875, min_x: -1597, min_y: -1624
max_x : 1941, max_y: 1870, min_x: -1592, min_y: -1619
max_x : 1936, max_y: 1865, min_x: -1587, min_y: -1614
max_x : 1931, max_y: 1860, min_x: -1582, min_y: -1609
max_x : 1926, max_y: 1855, min_x: -1577, min_y: -1604
max_x : 1921, max_y: 1850, min_x: -1572, min_y: -1599
max_x : 1916, max_y: 1845, min_x: -1567, min_y: -1594
max_x : 1911, max_y: 1840, min_x: -1562, min_y: -1589
max_x : 1906, max_y: 1835, min_x: -1557, min_y: -1584
max_x : 1901, max_y: 1830, min_x: -1552, min_y: -1579
max_x : 1896, max_y: 1825, min_x: -1547, min_y: -1574
max_x : 1891, max_y: 1820, min_x: -1542, min_y: -1569
max_x : 1886, max_y: 1815, min_x: -1537, min_y: -1564
max_x : 1881, max_y: 1810, min_x: -1532, min_y: -1559
max_x : 1876, max_y: 1805, min_x: -1527, min_y: -1554
max_x : 1871, max_y: 1800, min_x: -1522, min_y: -1549
max_x : 1866, max_y: 1795, min_x: -1517, min_y: -1544
max_x : 1861, max_y: 1790, min_x: -1512, min_y: -1539
max_x : 1856, max_y: 1785, min_x: -1507, min_y: -1534
max_x : 1851, max_y: 1780, min_x: -1502, min_y: -1529
max_x : 1846, max_y: 1775, min_x: -1497, min_y: -1524
max_x : 1841, max_y: 1770, min_x: -1492, min_y: -1519
max_x : 1836, max_y: 1765, min_x: -1487, min_y: -1514
max_x : 1831, max_y: 1760, min_x: -1482, min_y: -1509
max_x : 1826, max_y: 1755, min_x: -1477, min_y: -1504
max_x : 1821, max_y: 1750, min_x: -1472, min_y: -1499
max_x : 1816, max_y: 1745, min_x: -1467, min_y: -1494
max_x : 1811, max_y: 1740, min_x: -1462, min_y: -1489
max_x : 1806, max_y: 1735, min_x: -1457, min_y: -1484
max_x : 1801, max_y: 1730, min_x: -1452, min_y: -1479
max_x : 1796, max_y: 1725, min_x: -1447, min_y: -1474
max_x : 1791, max_y: 1720, min_x: -1442, min_y: -1469
max_x : 1786, max_y: 1715, min_x: -1437, min_y: -1464
max_x : 1781, max_y: 1710, min_x: -1432, min_y: -1459
max_x : 1776, max_y: 1705, min_x: -1427, min_y: -1454
max_x : 1771, max_y: 1700, min_x: -1422, min_y: -1449
max_x : 1766, max_y: 1695, min_x: -1417, min_y: -1444
max_x : 1761, max_y: 1690, min_x: -1412, min_y: -1439
max_x : 1756, max_y: 1685, min_x: -1407, min_y: -1434
max_x : 1751, max_y: 1680, min_x: -1402, min_y: -1429
max_x : 1746, max_y: 1675, min_x: -1397, min_y: -1424
max_x : 1741, max_y: 1670, min_x: -1392, min_y: -1419
max_x : 1736, max_y: 1665, min_x: -1387, min_y: -1414
max_x : 1731, max_y: 1660, min_x: -1382, min_y: -1409
max_x : 1726, max_y: 1655, min_x: -1377, min_y: -1404
max_x : 1721, max_y: 1650, min_x: -1372, min_y: -1399
max_x : 1716, max_y: 1645, min_x: -1367, min_y: -1394
max_x : 1711, max_y: 1640, min_x: -1362, min_y: -1389
max_x : 1706, max_y: 1635, min_x: -1357, min_y: -1384
max_x : 1701, max_y: 1630, min_x: -1352, min_y: -1379
max_x : 1696, max_y: 1625, min_x: -1347, min_y: -1374
max_x : 1691, max_y: 1620, min_x: -1342, min_y: -1369
max_x : 1686, max_y: 1615, min_x: -1337, min_y: -1364
max_x : 1681, max_y: 1610, min_x: -1332, min_y: -1359
max_x : 1676, max_y: 1605, min_x: -1327, min_y: -1354
max_x : 1671, max_y: 1600, min_x: -1322, min_y: -1349
max_x : 1666, max_y: 1595, min_x: -1317, min_y: -1344
max_x : 1661, max_y: 1590, min_x: -1312, min_y: -1339
max_x : 1656, max_y: 1585, min_x: -1307, min_y: -1334
max_x : 1651, max_y: 1580, min_x: -1302, min_y: -1329
max_x : 1646, max_y: 1575, min_x: -1297, min_y: -1324
max_x : 1641, max_y: 1570, min_x: -1292, min_y: -1319
max_x : 1636, max_y: 1565, min_x: -1287, min_y: -1314
max_x : 1631, max_y: 1560, min_x: -1282, min_y: -1309
max_x : 1626, max_y: 1555, min_x: -1277, min_y: -1304
max_x : 1621, max_y: 1550, min_x: -1272, min_y: -1299
max_x : 1616, max_y: 1545, min_x: -1267, min_y: -1294
max_x : 1611, max_y: 1540, min_x: -1262, min_y: -1289
max_x : 1606, max_y: 1535, min_x: -1257, min_y: -1284
max_x : 1601, max_y: 1530, min_x: -1252, min_y: -1279
max_x : 1596, max_y: 1525, min_x: -1247, min_y: -1274
max_x : 1591, max_y: 1520, min_x: -1242, min_y: -1269
max_x : 1586, max_y: 1515, min_x: -1237, min_y: -1264
max_x : 1581, max_y: 1510, min_x: -1232, min_y: -1259
max_x : 1576, max_y: 1505, min_x: -1227, min_y: -1254
max_x : 1571, max_y: 1500, min_x: -1222, min_y: -1249
max_x : 1566, max_y: 1495, min_x: -1217, min_y: -1244
max_x : 1561, max_y: 1490, min_x: -1212, min_y: -1239
max_x : 1556, max_y: 1485, min_x: -1207, min_y: -1234
max_x : 1551, max_y: 1480, min_x: -1202, min_y: -1229
max_x : 1546, max_y: 1475, min_x: -1197, min_y: -1224
max_x : 1541, max_y: 1470, min_x: -1192, min_y: -1219
max_x : 1536, max_y: 1465, min_x: -1187, min_y: -1214
max_x : 1531, max_y: 1460, min_x: -1182, min_y: -1209
max_x : 1526, max_y: 1455, min_x: -1177, min_y: -1204
max_x : 1521, max_y: 1450, min_x: -1172, min_y: -1199
max_x : 1516, max_y: 1445, min_x: -1167, min_y: -1194
max_x : 1511, max_y: 1440, min_x: -1162, min_y: -1189
max_x : 1506, max_y: 1435, min_x: -1157, min_y: -1184
max_x : 1501, max_y: 1430, min_x: -1152, min_y: -1179
max_x : 1496, max_y: 1425, min_x: -1147, min_y: -1174
max_x : 1491, max_y: 1420, min_x: -1142, min_y: -1169
max_x : 1486, max_y: 1415, min_x: -1137, min_y: -1164
max_x : 1481, max_y: 1410, min_x: -1132, min_y: -1159
max_x : 1476, max_y: 1405, min_x: -1127, min_y: -1154
max_x : 1471, max_y: 1400, min_x: -1122, min_y: -1149
max_x : 1466, max_y: 1395, min_x: -1117, min_y: -1144
max_x : 1461, max_y: 1390, min_x: -1112, min_y: -1139
max_x : 1456, max_y: 1385, min_x: -1107, min_y: -1134
max_x : 1451, max_y: 1380, min_x: -1102, min_y: -1129
max_x : 1446, max_y: 1375, min_x: -1097, min_y: -1124
max_x : 1441, max_y: 1370, min_x: -1092, min_y: -1119
max_x : 1436, max_y: 1365, min_x: -1087, min_y: -1114
max_x : 1431, max_y: 1360, min_x: -1082, min_y: -1109
max_x : 1426, max_y: 1355, min_x: -1077, min_y: -1104
max_x : 1421, max_y: 1350, min_x: -1072, min_y: -1099
max_x : 1416, max_y: 1345, min_x: -1067, min_y: -1094
max_x : 1411, max_y: 1340, min_x: -1062, min_y: -1089
max_x : 1406, max_y: 1335, min_x: -1057, min_y: -1084
max_x : 1401, max_y: 1330, min_x: -1052, min_y: -1079
max_x : 1396, max_y: 1325, min_x: -1047, min_y: -1074
max_x : 1391, max_y: 1320, min_x: -1042, min_y: -1069
max_x : 1386, max_y: 1315, min_x: -1037, min_y: -1064
max_x : 1381, max_y: 1310, min_x: -1032, min_y: -1059
max_x : 1376, max_y: 1305, min_x: -1027, min_y: -1054
max_x : 1371, max_y: 1300, min_x: -1022, min_y: -1049
max_x : 1366, max_y: 1295, min_x: -1017, min_y: -1044
max_x : 1361, max_y: 1290, min_x: -1012, min_y: -1039
max_x : 1356, max_y: 1285, min_x: -1007, min_y: -1034
max_x : 1351, max_y: 1280, min_x: -1002, min_y: -1029
max_x : 1346, max_y: 1275, min_x: -997, min_y: -1024
max_x : 1341, max_y: 1270, min_x: -992, min_y: -1019
max_x : 1336, max_y: 1265, min_x: -987, min_y: -1014
max_x : 1331, max_y: 1260, min_x: -982, min_y: -1009
max_x : 1326, max_y: 1255, min_x: -977, min_y: -1004
max_x : 1321, max_y: 1250, min_x: -972, min_y: -999
max_x : 1316, max_y: 1245, min_x: -967, min_y: -994
max_x : 1311, max_y: 1240, min_x: -962, min_y: -989
max_x : 1306, max_y: 1235, min_x: -957, min_y: -984
max_x : 1301, max_y: 1230, min_x: -952, min_y: -979
max_x : 1296, max_y: 1225, min_x: -947, min_y: -974
max_x : 1291, max_y: 1220, min_x: -942, min_y: -969
max_x : 1286, max_y: 1215, min_x: -937, min_y: -964
max_x : 1281, max_y: 1210, min_x: -932, min_y: -959
max_x : 1276, max_y: 1205, min_x: -927, min_y: -954
max_x : 1271, max_y: 1200, min_x: -922, min_y: -949
max_x : 1266, max_y: 1195, min_x: -917, min_y: -944
max_x : 1261, max_y: 1190, min_x: -912, min_y: -939
max_x : 1256, max_y: 1185, min_x: -907, min_y: -934
max_x : 1251, max_y: 1180, min_x: -902, min_y: -929
max_x : 1246, max_y: 1175, min_x: -897, min_y: -924
max_x : 1241, max_y: 1170, min_x: -892, min_y: -919
max_x : 1236, max_y: 1165, min_x: -887, min_y: -914
max_x : 1231, max_y: 1160, min_x: -882, min_y: -909
max_x : 1226, max_y: 1155, min_x: -877, min_y: -904
max_x : 1221, max_y: 1150, min_x: -872, min_y: -899
max_x : 1216, max_y: 1145, min_x: -867, min_y: -894
max_x : 1211, max_y: 1140, min_x: -862, min_y: -889
max_x : 1206, max_y: 1135, min_x: -857, min_y: -884
max_x : 1201, max_y: 1130, min_x: -852, min_y: -879
max_x : 1196, max_y: 1125, min_x: -847, min_y: -874
max_x : 1191, max_y: 1120, min_x: -842, min_y: -869
max_x : 1186, max_y: 1115, min_x: -837, min_y: -864
max_x : 1181, max_y: 1110, min_x: -832, min_y: -859
max_x : 1176, max_y: 1105, min_x: -827, min_y: -854
max_x : 1171, max_y: 1100, min_x: -822, min_y: -849
max_x : 1166, max_y: 1095, min_x: -817, min_y: -844
max_x : 1161, max_y: 1090, min_x: -812, min_y: -839
max_x : 1156, max_y: 1085, min_x: -807, min_y: -834
max_x : 1151, max_y: 1080, min_x: -802, min_y: -829
max_x : 1146, max_y: 1075, min_x: -797, min_y: -824
max_x : 1141, max_y: 1070, min_x: -792, min_y: -819
max_x : 1136, max_y: 1065, min_x: -787, min_y: -814
max_x : 1131, max_y: 1060, min_x: -782, min_y: -809
max_x : 1126, max_y: 1055, min_x: -777, min_y: -804
max_x : 1121, max_y: 1050, min_x: -772, min_y: -799
max_x : 1116, max_y: 1045, min_x: -767, min_y: -794
max_x : 1111, max_y: 1040, min_x: -762, min_y: -789
max_x : 1106, max_y: 1035, min_x: -757, min_y: -784
max_x : 1101, max_y: 1030, min_x: -752, min_y: -779
max_x : 1096, max_y: 1025, min_x: -747, min_y: -774
max_x : 1091, max_y: 1020, min_x: -742, min_y: -769
max_x : 1086, max_y: 1015, min_x: -737, min_y: -764
max_x : 1081, max_y: 1010, min_x: -732, min_y: -759
max_x : 1076, max_y: 1005, min_x: -727, min_y: -754
max_x : 1071, max_y: 1000, min_x: -722, min_y: -749
max_x : 1066, max_y: 995, min_x: -717, min_y: -744
max_x : 1061, max_y: 990, min_x: -712, min_y: -739
max_x : 1056, max_y: 985, min_x: -707, min_y: -734
max_x : 1051, max_y: 980, min_x: -702, min_y: -729
max_x : 1046, max_y: 975, min_x: -697, min_y: -724
max_x : 1041, max_y: 970, min_x: -692, min_y: -719
max_x : 1036, max_y: 965, min_x: -687, min_y: -714
